number,value,D,total_supply,balances0,balances1,balances2,A_gamma0,A_gamma1,A_gamma2,A_gamma3,prices0,prices1
16103734,3071286927622,149379484318648229276731288,173316675279994695004871,49379304390184,292084519177,39083013956581634133917,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16944711802127991367342,1273626421652339708911
16104034,3064472815005,149249017152863545837735398,173316675279994695004871,49288694658969,292479421238,39101928970675134815215,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16892908673401361640990,1269056738907317557574
16104334,3067419117431,149249088672556830397182158,173316675539251508492945,49309156452116,292479422238,39085877601895994268842,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16905583878729379724260,1271754289170409531506
16104634,3068330088485,149249608919664734821734755,173317259029679003729089,49329592087584,292479971091,39070139866255440729897,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16916706526962880335884,1272049790528808175456
16104934,3068758179463,149249956070020535041815127,173317528782828676054786,49287066350544,292577287987,39090919540218469899336,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16929627568966696952084,1271609197721249073100
16105234,3069073140896,149250728403259718285759014,173318268669151114502340,49359485138882,292442021111,39052576505189641644338,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16927993317730098372115,1272118670372858953406
16105534,3069731683168,149250813598087687090357074,173318268669151114502340,49297977310696,292280127370,39122568956633066367263,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16936213400888932043984,1272316058962592629558
16105834,3065075753873,149125455240396769749712526,173318268669151114502340,49314247152584,292067332777,39138207292062615237867,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16920600519622557670433,1267720169005129064529
16106134,3067444289970,149125954338137589585809352,173318815931465382805798,49324679776771,292138322894,39120919422470457665199,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16917457288351483250607,1270883705237769612154
16106434,3067395021463,149126280465399034441896810,173318815931465382805798,49246663456692,291950903003,39207739548548676660265,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16943738505512001034560,1268850225374828684085
16106734,3065386990634,149126320087826175869630008,173318815931465382805798,49248420435425,291950903003,39206381566261590497383,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16941069876929360769183,1266569165780432619642
16107034,3059057869084,149006069280217017463128936,173318815931465382805798,49126860398844,291834259298,39318610176306942965418,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16913278000012627597398,1260819988307417075591
16107334,3051166745406,148887159189460687784915036,173318815931465382805798,48909473277168,291168927778,39582795514159629943215,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16892819374720588698634,1252595779235023004345
16107634,3038686459668,148889117556559399669523861,173322357102930235152582,48885315101506,290759609862,39659338248277888309539,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16845894990268716766637,1240815931758065608455
16107934,3042509362372,148769334593623624808540658,173322719261202806015083,49105826217236,290717285423,39488458018736670160726,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16842315282486067255505,1245738829473160095465
16108234,3058132929048,148769691796165767603577236,173322719261202806015083,49265793016579,290561208938,39382321663541261074166,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16951208661563067473029,1256869167503213255386
16108534,3056730635651,148655497593609205056757616,173322719261202806015083,49225297504757,290961208938,39360851086303860271986,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16917386168319834214328,1257636777512822757037
16108834,3057278562807,148655569410474469024862819,173322719261202806015083,49171750916586,291161208938,39376566685276670754535,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16913958303703454362314,1258562412801985171448
16109134,3058744492745,148655644551399110340820172,173322719261202806015083,49258202486262,291061385464,39321396403941420363752,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16926644698397222557250,1259424427282159870960
16109434,3064715846743,148656008723640867390371053,173322719261202806015083,49295743447099,290531916248,39363087515487117247970,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16993715163125694548389,1261805700906033790375
16109734,3062478491220,148654884524877064690875048,173321339914641073991046,49279322253626,290400300033,39392965310507709948830,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16986953478922587741704,1259552834768382696683
16110034,3061199887001,148654935372606437223213853,173321339914641073991046,49228448327026,290400300033,39433468665744178874140,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16993786872423335293076,1257476626305209619086
16110334,3060486192499,148556068718125647773308903,173321340349681445829269,49303308157255,290400301857,39374130747084433812640,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16953636307751497992463,1259554389279090272074
16110634,3060641625764,148556119935829310532085404,173321340497041469113821,49297379539342,290400301857,39378876912543728090002,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16952834336224155192721,1259803323295359297609
16110934,3058770303615,148556164896678903615456277,173321340497041469113821,49246217133718,290446925239,39413278727275628090258,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16952823630157841738760,1257504000315240260958
16111234,3054753618667,148538585135574714512819217,173300613877746536303716,49106442305759,291198015966,39409407901589645339617,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16907249998519136062688,1255928951934199709665
16111534,3056166707638,148538812221630120128898550,173300613877746536303716,49203274658904,290685170165,39401570037430913131273,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16933184660654036525548,1255744139167082765721
16111834,3056591105925,148538881304963159974346392,173300613877746536303716,49126840785893,290984579787,39422136815844835255049,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16932083896660276401325,1256344045070174436948
16112134,3050979597490,148414631917752820739578238,173300515116557259274432,49140607791966,290976147569,39412362546461023242305,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16878872128787045833122,1253378475272419301304
16112434,3061749187552,148415131921623638268524434,173300516393030950801585,49357903086622,289820496066,39395760808392277993456,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16983264997351366685574,1258892249058267635935
16112734,3066321916325,148416755881928814171850234,173302059748910496905484,49409818123744,289858498055,39350739676817058575104,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17013333362270472617177,1262291718030572397756
16113034,3059317869003,148329140423827456392038302,173309503192336985101026,49269369526928,290371905052,39398187295489553947786,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16955847192854076962039,1257914002034613295829
16113334,3076871039292,148420560185766783877905496,173308955930022716797568,49888522940213,289899261581,38972807236803713888309,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17074991868979626401730,1270736838884941158163
16113634,3080254048762,148560955738490487903162041,173308955930022716797568,49836438951926,292028806931,38729087758028190953763,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17034935400328765085352,1277937456880598094317
16113934,3083058225577,148674614063689526703801971,173308955930022716797568,49913926957516,291831506684,38694949940865522693937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17055995410575576200566,1279849940730308852926
16114234,3081464686043,148674767015840665096318902,173308955930022716797568,49877631196803,291506273011,38766864383766116227029,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17078191441133560290503,1276184482962381479632
16114534,3082045144197,148674836043258556891174770,173308955930022716797568,49874264077539,291063219161,38828811783320023084665,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17085015998753239779207,1276395804437576614470
16114834,3083215779266,148675192010605990535691332,173310640490510823921416,49976143618355,291350939948,38710903905912172717374,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17069758094985843024022,1279031257193725788802
16115134,3089958427137,148799513354810464621482622,173310640490510823921416,50220556346216,290516555187,38632490043261273438492,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17106358723595964619413,1284682157454572273812
16115434,3099888227364,149077824746444823739003618,173310640490510823921416,50214402218460,290108902494,38692303138993816364806,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17206671417317256400272,1289556882348356998853
16115734,3107414134969,149222402221435372364687282,173316406797877502161393,50331590560811,290313725880,38578645815435934859894,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17261854493867980842977,1294823387392988940989
16116034,3103538792142,149222659246198831014104756,173316406797877502161393,50198127856049,291451240667,38530691942014089102170,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17192975850373142448819,1295144713200337452889
16116334,3100109568960,149222814866434925029252919,173316406797877502161393,50302576115170,290570039697,38567243244385789102938,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17181251890991591658456,1291717203605008685289
16116634,3112330877063,149361617197301175977350471,173316406797877502161393,50391341039188,290072786071,38565452403032531842017,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17292766691476269876406,1298640895021881927518
16116934,3110908755569,149361662750635678103486551,173316406797877502161393,50376969125938,289981175223,38588773154345997172722,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17296733900608128980132,1296557241973186781268
16117234,3108798234817,149497297860396991700096755,173310833104725859553196,50403717850665,289915434406,38573351054585852558692,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17273997034371081548225,1295612247850459016005
16117534,3113720219360,149497498574590735025218730,173310833104725859553196,50490270569683,290032513531,38491360208023055181698,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17268516118658083824256,1302199760462551017950
16117834,3111931885409,149497657321800676652692254,173310833104725859553196,50372132695826,290031763862,38582478774520487834845,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17310587871616044050337,1296783815404585357538
16118134,3108744254772,149497720166475378864126035,173310833104725859553196,50363054666108,290032513531,38589431797440979080274,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17285775596376708526560,1294649039471444477442
16118434,3110422712392,149638668432511136066414511,173310833104725859553196,50389283997627,289583359331,38629633142105623505618,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17297066033745562876867,1295889089999725716913
16118734,3104650837907,149920478675669700214803180,173310833104725859553196,50211541437300,290574289937,38635441007658264602018,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17263551706035651407521,1291148643893159954890
16119034,3101524251884,150036069928137940318242697,173310833104725859553196,49860781676934,290036657575,38979806904514633372926,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17228570107593202420821,1289842464828098230637
16119334,3096596887995,149932343845780311897030097,173316448566753731089089,49786915718408,291172562872,38889636760807325568933,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17197789181274309151188,1285997679254619469319
16119634,3069729333778,149804007290319891003799690,173316448566753731089089,49308795836593,290993436947,39289068018348162822973,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17034982806143010999717,1264837444765266542393
16119934,3067638329493,149666270244597147232276295,173316448566753731089089,49272778442130,290765863403,39348653512295145248404,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17028911167906603693096,1262699352941979089777
16120234,3068272512751,149531593100589461707373978,173316448566753731089089,49323212162839,290891359559,39292054801339102097039,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17032212954737310208398,1263227511249435830952
16120534,3071831750550,155138164751374290664723370,179814380285663804826079,51144815643517,301885622686,40775435637646295818933,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17052506202456555786739,1266099019244162181164
16120834,3056235430785,155000775823601070714058690,179814380285663804826079,50896028203728,302913375427,40835126630416101452212,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16931179254744602352273,1255870417186586970669
16121134,3056450408958,156288778647636592767338169,181646931528446243705236,51468541875373,305981668833,41211731977911779847735,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16921200999207500302483,1256852845172519477700
16121434,3057727415279,156288960553171072461305887,181646931822929796559841,51480657398614,305919729766,41210573564505605230775,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16916007641979469570227,1258805897287868069882
16121734,3056465993979,156289041257931361051782707,181650291934161517369096,51491908722293,306118120939,41175015403282440272041,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16908937628876152600480,1257845931352336022478
16122034,3058227508599,156291579726620882786261198,181653106516169004056820,51496737486231,306018343550,41186594719016724717044,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16935387817033503681671,1258047332456659901554
16122334,3065751989730,156144931951252633974534096,181653106516169004056820,51652306378115,305911254301,41077976332858113335033,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16976881122523693049929,1264230232262581586683
16122634,3070498609991,156145341662086647333198037,181653106516169004056820,51636646922499,305320276408,41170105411659734833691,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17024819161369263886067,1266511917708730001388
16122934,3068423859026,156028991857594848518867537,181688092718217237057629,51673962025085,305871078727,41090356791767454534375,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16997754336069471991112,1265962624257502170578
16123234,3067321934111,154666694239088806053707480,180101574755189158608588,51111146898299,303541678359,40774081849905723743223,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16994258523403162347978,1264856424367363525586
16123534,3062113613941,154666832145516551634794289,180101574755189158608588,51095679024253,303142514996,40840112126046689976204,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16974559163817135746710,1259899327793311192394
16123834,3061031075175,154666943423776583131831618,180101574755189158608588,51046411359134,302919776632,40909330091687263503221,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16987139629544791841716,1257633695016180047157
16124134,3061715383137,154667017998326279877505354,180101574755189158608588,51131478997813,302919776632,40841834580221423065786,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16987685656159798190917,1258431402501421452668
16124434,3064255155079,154667094989554218380488522,180101574769934584950830,51109609226209,302976367376,40851623342065134670587,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16985334385565179402279,1261731099529222953614
16124734,3063571052659,154524555312631917660708536,180101574769934584950830,51136816019857,302981367376,40829553306091958490948,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16989341578943612553284,1260585919598801993448
16125034,3059888435949,154532506411032584150495904,180110609018522036898270,51013385765950,302815681488,40956242730229970318365,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16966512729558650039062,1257741670995323638851
16125334,3055537276640,154532837385905477695121398,180110609018522036898270,50975733178338,302519745655,41026511909128042237326,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16951966664150314394907,1253467284459300373695
16125634,3055744925832,154395229244447578484732626,180110612606255909110294,51035784482748,302759769010,40946490570873404649994,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16937815625866751364495,1254758114838979741770
16125934,3058395827277,154395283634967977258844200,180110612606255909110294,51073603831517,302761059571,40916272650096475580218,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16926469328598772596461,1258853371483066498123
16126234,3059862214663,154395443260251874442007699,180110612606255909110294,51028355150890,302538763294,40982402937693606838180,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16964431701782591937156,1257841502052588113172
16126534,3056206340450,154263394100826367214561257,180110612606255909110294,50947068881071,302654818957,41032005826751274581332,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16965616355112106291792,1253253396346628546726
16126834,3055635186725,154263761038128276760072212,180110612606255909110294,51035027616236,302451223659,40989609114002722120690,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16944785617176043534473,1254082675484934608748
16127134,3057789884865,154121504079296534578533777,180110612606255909110294,51029173120166,302805913920,40946492241474235562002,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16946812600014492431248,1256575245693827343502
16127434,3052637195618,154127129527809190656127244,180116811702823431334259,50951092333442,302858532171,41006126960739281011082,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16932447434480034840987,1251304187509261515430
16127734,3050662543140,154041636661999472298633083,180181333086779976506779,50950019293567,302372316795,41116994923092983055758,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16913151727090203408587,1250298785657912943153
16128034,3048331740726,154051851140618269461971340,180193068171877705085878,50967253395156,302372316795,41111344417468715024718,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16916321878191913833319,1247208554836350132781
16128334,3051739308802,154051944907627766680638709,180193068180291762130117,51032597084849,302643372293,41022557088076731304024,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16918612427038080775499,1251208220836097843969
16128634,3055505697467,154000176192164150600599372,180132403636402318301800,51040955099286,302681427925,40969565330184245101381,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16947908505513347678174,1253663577280822995598
16128934,3056037712998,153999368562030877686904755,180132796827041882177084,51030202805045,303016357941,40932283879302475824131,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16956768486730212534317,1253687455902100797097
16129234,3075980785556,153979992058334794864786365,180132796827041882177084,51753327691874,302462639155,40433542974612195878305,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17045175424251887400789,1271787137332613380114
16129534,3076650491751,154003327738875792542083353,180159774470379433374816,51725191013880,302462639155,40474176135906290901475,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17073425690311465162757,1270499408092196856032
16129834,3068864581638,154003468715351185570385503,180159774470379433374816,51694707251190,302553674545,40486110304754688257309,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17008484316012188182054,1265671745571217326066
16130134,3070919923426,154139594980662879789387216,180162665750049085666263,51691057802389,301786011952,40594684506064845706045,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17046256856622970467016,1265393156883989827332
16130434,3066573548857,154429629684993655903878912,180166798403619757558157,51187953471654,303408272392,40777566799502799156858,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17012277686955070756730,1262526722317878233165
16130734,3065613730618,154227622504838769017542381,180165798403619757558157,51444530070506,303212507176,40600863058266120260712,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17001521319302151757150,1262115112745773715631
16131034,3061324987885,154084131525695214519387450,180165828521521245959245,51107034116021,303102568923,40883561275109509005283,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16965455417613919984720,1259496826548943596377
16131334,3040483935541,153820390244559772200691653,180165828521521245959245,50546814275862,303357646061,41299647807547568739670,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16862457383214482739000,1241500912524752168480
16131634,3017686149976,153679503653105134438246569,180165828521521245959245,50437680643199,303264539095,41401608293671229160684,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16689823576772189556080,1226399481465031052023
16131934,3023202713807,153679936228820982818716631,180165708575665054223913,50533961223041,302959610006,41365061462453199739945,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16729478286684064517513,1230188787716409637135
16132234,3025262853232,153538935662499329321921194,180165708575665054223913,50529937445109,302724771119,41400442547249027417176,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16759378315235824348681,1230500892907738944856
16132534,3022247885332,153539050040332675179622001,180165708575665054223913,50521360170876,302832156622,41392878423578749564237,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16744865920048896253398,1227895274240365847990
16132834,3023275455139,153539180543508561416984372,180165708575665054223913,50468028664867,302585916828,41470059261745996717295,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16794345653664244240794,1225526692212078891170
16133134,3025403988739,153403558969621767448788660,180165708575665054223913,50619597292783,302621693661,41342082561529111226162,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16779042860591662677083,1229219365461284808475
16133434,3029695441142,153403667218771703624626165,180165708575665054223913,50662255456300,302337436083,41346303076016622154554,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16802425036789725092606,1232728009756825731420
16133734,3031442517419,153405242899083820048684707,180167170552934480678791,50623694570106,302369605231,41374454965349226890123,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16820773322475758947003,1233504081310552714239
16134034,3025396305833,153109621027176936312308779,180144606264130798275463,50562304985569,302448708228,41398750339485424307724,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16736508996685964187028,1232289230047732003243
16134334,3025896853337,153109938757067290336440941,180144732839442354347280,50596468673853,302146356156,41412482158064043873583,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16772826613511475047038,1230238478502766811990
16134634,3029730010830,153110066959605423949273263,180144732839442354347280,50606207485893,302695362156,41329887873394247473889,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16785066118156869669048,1234002636569837828329
16134934,3028091960927,152974737226450988063867888,180144732839442354347280,50534601534844,302695362156,41388390604341990160987,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16785267786507567838953,1231982709793990269675
16135234,3027510483724,152841762359899330309337448,180148872395223429958393,50580774681978,302587693623,41368839228014483836645,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16774758233135987491649,1232031891639940925641
16135534,3029384487663,152841883386563429949041259,180148872395223429958393,50573663030381,302431821436,41395945527362336507242,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16804349287036661192459,1232144147323413945886
16135834,3027636640642,152842103284526028104099942,180148872395223429958393,50515680381046,301689320175,41544798984879458279724,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16812022326323986466160,1229454700493416735032
16136134,3028666532752,152842226781420769157196274,180152020657541058250082,50664881521403,301682890799,41424310203242716970631,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16816175641379825256740,1230467621731632045602
16136434,3031436028705,153642841543450932361665194,181527472363941815676077,51409310791856,303752374955,41484450235285214436789,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16818884041775911380585,1233578378987420115288
16136734,3024941749391,153520498648605085246350678,181527472542868760684005,50964971472256,303839998283,41833682931392477553845,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16791350229371029877582,1227679856862024735718
16137034,3023461638600,153385405933557134440943929,181527472542868760684005,51135209751444,305329237377,41491747528869597196322,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16776029909062045394928,1226986521798054771310
16137334,3030381115111,153512998005535879115583005,181527472542868760684005,51418152228972,305119086063,41291555745098162964067,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16794445517909502303234,1234070826153900650043
16137634,3026389530726,153424435256169149461402111,181527474316608271435498,50989941143166,304081884380,41781683588838501623617,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16796123612502209470074,1229047232120352681909
16137934,3024689888151,153424623313779686684912883,181527474316608271435498,50938315409369,304379362872,41783226723270265377275,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16777831119743722836781,1228312094072316587240
16138234,3023726932649,153289605993431301742737164,181527475685456200503160,51133863524793,305215602874,41510128447078604693682,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16778593126422504157667,1227070458133369069327
16138534,3027948127378,153414195497614227809256050,181527511256060107382376,51351996561239,305398481208,41308631427672273202347,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16786465952893846515999,1231631334079893072785
16138834,3028970527851,153546062497217400684833848,181527511256060107382376,51054444166543,305397659753,41550319789801495853729,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16797810762871278607780,1232045306674686733684
16139134,3029896529140,153551894650214968069355069,181533860441027648570528,51212744050436,304999576289,41480839798629453924063,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16804156853532803044429,1232699342322592859719
16139434,3028081899353,153552716134752696695773807,181534221833098952710758,51325037116718,305458422989,41327927515532540789878,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16787487941697861281204,1231690995798022764718
16139734,3031125137101,153654264843170398634298977,181653956663497099344541,51313437129594,305765957507,41377808677368186633426,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16803933796787643451766,1234201392569254063685
16140034,3037376772575,154006910251092087627688313,181647957989089780205959,51244331061077,304885689612,41550267095170964122808,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16832191875798817345901,1239738465325325189929
16140334,3033661418527,153881975787830335283242047,181649903499863173962776,51578585772227,304136451697,41384665348181033960906,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16783457191634959721969,1238737211268614741283
16140634,3040517036333,154159818497475796380034792,181655793839247852538054,51393176438281,305151002354,41400730766351078743864,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16840979536324594173616,1242903000454835640948
16140934,3048572260629,154585985076549495289441624,181655808507241129298764,51853102677227,304517095070,41117724189966832137646,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16889530692596901574839,1249211096630375899502
16141234,3051190634625,154732025020645669178290899,181655808507241129298764,51719508705437,305272480864,41122975670201595641495,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16908826804076181991560,1250995329604485349647
16141534,3051867855863,154732356925634135537284739,181655808507241129298764,51770072138952,303768276218,41286230380182115559612,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16924200571158033044609,1250685366662935371364
16141834,3059008734926,154975020816572699894406684,181655810423522971520567,52275091108125,303157494947,40967990427410776398603,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16978781900448739378242,1255399995351570152527
16142134,3092799576222,155261744232303320817282531,181654730390492693952827,52494597431635,303904278010,40695157297840183210963,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17203707443121108534738,1280608876872503781069
16142434,3095370248909,155399437972262359866316625,181649083865646617584314,52477261381223,303679920673,40735711349031130671526,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17222951669662069657381,1282353873829207281170
16142734,3090426258803,155542730821908532873088406,181649083865646617584314,52403620084617,304209993491,40722221026381392511320,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,17182963680567055596632,1279173848383710848463
