number,value,sqrtPriceX96,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,tickLowerFeeGrowthOutside0X128,tickLowerFeeGrowthOutside1X128,tickUpperFeeGrowthOutside0X128,tickUpperFeeGrowthOutside1X128
16349293,61698361805,2229434819390145411590537743417659,74873772286591348812,2189024418418575150241904583308933,1032636092849118138641742279410567353173901,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16351693,62596640874,2223813333336675713498950841213879,44451717998562266146,2189170702070846652654125267960362,1032735136341282783091857672823310631549344,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16354093,61898957604,2228205791160344878925813885709975,45748563285637862160,2189213343986689832704251050167473,1032778338983680542021750679307161721318913,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16356493,61671227352,2229645369420115293345991458633752,42593397269086402541,2189238547287543815584170109249486,1032801381690588658933003710321877520867702,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16358893,61373449596,2231530596678373180380655683492070,48015067637041990911,2189271722945860111181418676555966,1032831709734041001611599977207315972619204,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16361293,61717842625,2229361814700748332519875387727522,54394367611444108764,2189294529660150059958523154364629,1032845116510821975328593528715032950684135,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16363693,61907523804,2228197465561834816132298399780451,36674822253189956517,2189461040267848912428513386806842,1032974596558916423670477764887294098565552,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16366093,66233829082,2201360924824283889381345052573558,32297721334918104238,2189888114726239507805035493874107,1033248475823436963592800156434295037349008,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16368493,69194790126,2183398192771618103590543961080665,29233126918046076615,2190377553777749599659991360626081,1033582490304098528975952780906053043041162,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16370893,72580248407,2163191844109120860013032082947479,30966642994153650753,2190797313590919401390993426056535,1033854623507975295961364403207600171008027,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16373293,70265906127,2177047913533895727235566349617181,33759706583917368672,2190985102059549180234314144661595,1034025886423338943026566236616918261513992,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16375693,71036742898,2172441514708662258572422703353044,36269417202432978765,2191084266672615663381338412111565,1034090844830460961083321994044992218885996,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16378093,71440182846,2170062404055058501541495858698275,31611291942424303057,2191273684904398488765000606749079,1034227989142208489232817179208121901873702,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16380493,71920209100,2167230472076474427397190488652817,45194580980919995608,2191453332004416427380061483668639,1034356044848128944968604529275700290174230,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16382893,71804395895,2167939284087702534485571580682780,40081754249823178950,2191560535929490750452794239331226,1034437983287944808818921662724226101668696,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16385293,72386537491,2164505290425105555554030659647570,30692586226996123576,2191736441239684029446863455150309,1034562664331884866245107797185602088676353,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16387693,80898173237,2115201220850083357671038192421691,21310981648471689949,2192446374299931145113950536533452,1034971906379072984224997190633321470135835,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16390093,80357194373,2118311353411268436104058557011698,46507617161263046067,2192662164966004362238429120676248,1035132834564592237330579030222939374081744,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16392493,83764235355,2099227741728066050182549987390215,23194759522812112307,2193460452567761852193759308450660,1035663298732098956789854327619080717281926,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16394893,81527039628,2111918271059367808024174160989481,40748552579394478771,2194136103202257885663146389041283,1036162868426251407642802877905958232159581,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16397293,82062701348,2108919797013508335386197139668639,43380022674034040089,2194301833257396122396705980819821,1036273992333468779237478770998942625407395,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16399693,83100144403,2103171267315366563302063409317523,38820514599532418828,2194833813365170896823656664161138,1036637347698983440250335535018254864279081,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16402093,101394156767,2005673600207200621819883105016204,26248021971418039286,2197234137427309658867558045726229,1038022194016034694659271863074370667465485,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16404493,95969627755,2033868005687250246810745622308501,18585634242932822116,2198089345054725140633905956126140,1038636077467622681094101503502813642902952,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16406893,97974639877,2023483256814140064969947285876694,42380191361052624932,2198618248178996763020377884307148,1038959756213410945252178740754774171488867,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16409293,96726670374,2030050017390699777708018589036623,27479569615198292112,2199044910269447174672998566744890,1039251723882586419894918462469890528235473,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16411693,97427151451,2026426644392578598638999055998126,33612788072653688802,2199250346112816776090911508910747,1039378606189045162102333096445559095762342,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16414093,99958671498,2013402188328303396547003676243481,34254521953340331017,2199747844975719741355998476634057,1039673044514094528808692600009177414685369,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16416493,103131973350,1997308295743482768109040238595696,26461917718670048468,2200357240674429421131517107918187,1040028696375884306258737769536475642394265,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16418893,99794916075,2014403145796528282055923504819480,31528008667189367514,2200802147337228834895058550041020,1040350672553078882957382828003034529672778,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16421293,103098956276,1997602701266730939262724976671875,27197032144463394391,2201217630939415306254809894122831,1040582883217989026939433425253375138359168,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16423693,101722494336,2004686385266500081826228385205527,34796651481075742494,2201841550076548650414845760544576,1040993503763366639924295171207387055271380,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16426093,101690542765,2004875192300278954405713558587826,43360405094737958825,2202015520059044573812874159767356,1041105017982162658301255263645334934331477,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16428493,105490791596,1985780868223228081637762091800264,19776060555958963533,2202656168823404903902023399933689,1041469524232002350780700879425862834380003,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16430893,104541124219,1990593509814868374628787420833234,22759494985637333910,2203007834734459866241402096376009,1041702655365885664750436031039055283463228,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16433293,103381924104,1996469260680800242466117235489215,35373551960573164585,2203231123226936117130281274010543,1041856383274995343120840493892834040534670,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16435693,99476103576,2016665518185831760304371657089293,29859257709298172098,2204915166941087444693279524652386,1042986042262403074396039333668995228494278,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16438093,97147780264,2028838800766405821763767463664660,33696954501961984344,2205515564775461643003841634303356,1043407912306186348337159963616138927617405,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16440493,96658612720,2031417660967481065626516453041691,34616326649231531485,2205658802779224531908314942858305,1043507267220712076789058704467846596212490,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16442893,99667089650,2015853398969619509428591419443296,18984612741901595042,2206059834581261681642406762735456,1043735852967646931136777822754635817849334,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16445293,100671612006,2010752713884652180292562778191765,29632566104400632444,2206481829900383350206832530902596,1043996328823000487977600900696431001257438,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16447693,100459863949,2011858979556934020256107640958801,28771142936100081200,2206614124163020909825531119432248,1044083463796645085844805893413547641170945,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16450093,105821659444,1984790462555275028533850273140276,14060143613051163574,2207194943354730430749066763757810,1044392748556898675651988564892971297014337,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16452493,112753801478,1950933459187174002776619629417220,19916586510968644041,2208499112622041828153192407136569,1045115356943064460510766574567045142424738,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16454893,112248382145,1953460187928425852430767494585481,20873964328099040707,2209091599416588983574494884226699,1045479955004993507158533808940280257831211,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16457293,114617306903,1942158720601449745188999242677570,14907345375516064369,2209783529299797024940461012679555,1045873444614587042222257882030649144558397,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16459693,109436283150,1967349778924444219211842629566889,20783907229316700018,2210373729492886686779269942698899,1046288473829367185599312010915420709332511,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16462093,109730978407,1965922153050156376519087903430135,72845833718510759412,2210498857115433964328968861236940,1046362362201466162494671004300459369885882,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16464493,112180261729,1954071859385893513560846923558038,22106873384217995782,2211082431444950672978612400283227,1046692068348913657320153570113266131245126,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16466893,110986347368,1959937284854988191758473983071610,24052911859601020617,2211547880803378479063475286571445,1046991391663713183164685798122010522154021,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16469293,111261799047,1958621396668502714206710681968219,35867837140986387868,2211724879746368917214779249000802,1047097018676526003085236091776666013452635,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16471693,108319171563,1973167928296576062781059218877800,19852393296210528670,2212583321265650556388316747493819,1047654232004994900213152042520310424322957,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16474093,111429569638,1957983639369773137553707439165359,26087669704018583292,2212978007889352353837090443303542,1047863921459750413214246512106713128560224,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16476493,109743891624,1966239442150402328697506210944817,27078971608520001830,2213153349956864960507183331612957,1047989297603976173764810274663649252683486,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16478893,109482411896,1967590795029151102304770483408411,28293103308339334882,2213629622394704950645935466242305,1048288669737428657222313584331829828800390,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16481293,100013129809,2015380890755666833544871705321883,23108943424703539666,2214756497458818314872287747828793,1049117663812699107276552954269516847413515,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16483693,99989736815,2015528449232979428411700102547781,33574258974549640823,2214935965545116025746893952347925,1049233645096877806529360459653495719230234,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16486093,103213032086,1999139583086702534734572381616347,21700857129987049876,2215493699851002228304310236893048,1049559284216469405797857565566438163931641,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16488493,108829370089,1971288107563694554719008003013299,33269750413078478504,2216999308409648168324625582765237,1050434124714540483083575450197918577814531,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16490893,107575433704,1977518310500139163519771757231229,34345849657074470659,2217210706688006584238331697759678,1050578936659633150087259824808057582931734,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16493293,107491740809,1978003748796405679749690590211481,41797690618973105830,2217694825155695265852061854670919,1050882145087394455469103587924446697793859,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16495693,102447539066,2003428452733999315353052525191379,23019630717351091681,2218188959263754979386345546402962,1051250722111308010794383280148594806406344,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16498093,104554798078,1992783019415475758159375354826554,31220067476301072311,2218356084388481786201424434476483,1051333757092953626802632880138165848118012,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16500493,108347049900,1973950893964340136464224411645005,29896126365261066688,2218956096006756096646620183886336,1051670302515986407620000829809980443491210,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16502893,107101491012,1980160660191427159721354658072139,33868238769663547444,2219197445983672667617972229081076,1051834581003229213853187509180572980843589,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
