number,value,sqrtPriceX96,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,tickLowerFeeGrowthOutside0X128,tickLowerFeeGrowthOutside1X128,tickUpperFeeGrowthOutside0X128,tickUpperFeeGrowthOutside1X128
16243693,78923185631000637069,2270824349001401756389526076262986,22381477162560579800,2183939965796505454835889521331865,1028562139954972334987427352026940913246314,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16246093,78347276006068893379,2266216588496224172254804411624938,22728336445874518659,2184071805819877941021375063327361,1028660157175870081224028336144565927779387,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16248493,78805486547873599774,2269782469176920445513960727061014,24520173141659983885,2184494611788140767301365371922731,1029012477473488332647613239790931422352185,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16250893,78623007466337295411,2268318100384631286503934121351000,24021694853194625550,2184559263873426386784046276360862,1029062359171737575891830113406204068903210,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16253293,78619847986765846628,2268286731158999893110011846751513,25077936307355277000,2184591853536041887866134837387376,1029089056415049549841424095120802400250974,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16255693,78819109720398183164,2269869087596540109532934287558589,29040769306209328916,2184608690270727064184641994544966,1029106273358210931859729188393774964221594,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16258093,78533793723083377429,2267587315813470219639532896775164,52934674799180299526,2184668792871806407698302801207641,1029150556214025984227733343164187893285505,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16260493,78654556300922041021,2268526464772877677599875107247126,33919981157358144666,2184782559854102670656604383249535,1029246194931580555531661313323806387162158,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16262893,79644943783882756227,2276380951899290357379858535471998,49644562439988786256,2184919050067728426446156795514439,1029375896095646843902986329258884743891029,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16265293,78957689549516332560,2270884431433260243759806907927190,26634674985542752592,2185064210672556933699567706035662,1029483885492429931814336709810509721543337,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16267693,78754409922791136158,2269257000224747449767003218337749,40454737982949317533,2185116055117756376728453349939139,1029522878800390801662519427537219012409825,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16270093,79085073311867237769,2271879006926403194390768592727484,27835644005111215114,2185163968621239703633104609626768,1029567868207013356917879692141766935390770,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16272493,77834517728831735132,2261906885359996220194928071595333,29663399384497135108,2185275084927974608705752291413103,1029637371168613714066232513756297486639366,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16274893,78732811240806882923,2269046418772473712656074338185071,30471760488793203094,2185319205242322962239106233698814,1029688792305729503679155523946433842588600,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16277293,79616810551817225934,2276024844412917884940926155388337,30145442851259332519,2185609566391265181882051750603396,1029943402315385314572968641726860203490532,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16279693,79852123111636735428,2277864199504929741569984152946834,30318983097693550206,2185781332556535506787555101866711,1030089509703901444040088708606953697919504,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16282093,81630706480419498013,2291976734764730524647172976596684,44527166884556337562,2185987125048417094131997345335928,1030291997945510253924596438562495654682064,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16284493,81904810573219945233,2294114796687310314301475091637603,28481803172235453393,2186208328189786161806190823770175,1030481573922078707664583359257287880025585,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16286893,82131477383031868230,2295881444796256987966137647897260,29388705238004048072,2186397670089474171426180823523975,1030644330009214203719849689798992904236076,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16289293,82058915822419832137,2295291141347609522084232124270962,30354505090207648262,2186463827243984030081956569433420,1030698555782247646309685912992037294766175,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16291693,80924070819913754675,2286229801941009335625930386336055,32016602782266760500,2186626846767906978899314748077086,1030812788242633652746459149840103992476135,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16294093,80940487564723518519,2286334150877394754501952976104435,33278324098993428204,2186762400039572340082748234154326,1030925953170323441127017006049375889182762,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16296493,82219506021527796902,2296500928057908692686916531695235,25828375606727121241,2186817102649741491078705040701727,1030993645988027512120537690367160735293844,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16298893,81773469936861713747,2292928885102108861005253506423459,43372356658723235500,2186933918824591557745529711065820,1031084075484017965589450247990409849533179,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16301293,81326187094846671556,2289356359225518373773655147672726,42378188684941587599,2187002811074626564543566610815012,1031133948549555652890599133319994621852775,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16303693,81543911791629453998,2291083599628672870449027371380194,42924927665178825051,2187029750763260560969962345055197,1031160200443570347244632878969067420428843,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16306093,80766094002884709441,2284879030281614464207204238742434,32732084478922653996,2187108639817300276736795305472622,1031212583544544117804115187185447041225475,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16308493,81798387609341187301,2293077548305357384347525269683844,32827833995623133669,2187189321949816568883119531721181,1031297585568883404210625217783755167587058,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16310893,81752592672102297135,2292703725085343384815392822002991,34870475237079230830,2187237644037946047443898054320928,1031337270973531915058836425950868210888400,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16313293,81392458880539271385,2289828705402217339385757988142539,32041391121869838731,2187285989764684910921931606375411,1031371278192608180835835384268112142612282,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16315693,81504693904908812689,2290708496195966610536749903451587,41613998803762160219,2187354586661476291464031810205813,1031430274386397115463453593678170074028032,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16318093,78997617089103173725,2270724038015581554839051795576336,34074887299631720643,2187548575527364504250514359499300,1031538018275113620377833634040315016991433,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16320493,79033728795263900519,2270998665750238839289948174036779,55631433194615930602,2187617016449420495427776540055757,1031593274075602478928993784958958967622269,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16322893,79335837319043208117,2273391323993903897393796352854416,41565434968958756401,2187676051319929098317175394373184,1031646926852807588679257100906762756059773,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16325293,79105212355195777691,2271547811269663749874999379747656,44067805984421317765,2187719793113583860249136429994152,1031678960024970184476561204158541458927407,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16327693,80039224695732904499,2278963467811610924559834796119597,34868252751847604933,2187805831243252254980839600562232,1031765780568596824914035163351399397902300,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16330093,78589843365173046144,2267413241128174794655584358099024,34396560796066577294,2187895248352137791329379734677680,1031814715042307589337914533503405948560928,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16332493,75217604789215828954,2240529671869211346969474070439831,46349079997479247951,2188161852076073973091810207388591,1031971310650160200599174821712229680667030,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16334893,74887535179193654195,2237870323056566360458514750250784,37964978180838903183,2188338406522856749666304282609199,1032107007564499917271702765512590170908399,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16337293,74906630250039656778,2237978176821677259706955399236465,79169642553445467750,2188576877776472562352511457008504,1032296699767923071582288608209183647163017,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16339693,75389836933353162747,2241815697071586547358239406896202,46861947663853502041,2188617034472554577221511101499629,1032337033783598285734218800979039038977267,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16342093,75509743976528923313,2242750918177118550237177512722154,35155260973602343653,2188718463756351978676866316944469,1032420289081124570313600413282562891684557,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16344493,74754369285312492564,2236729089119601320024213576702796,43247063135581770939,2188778417098339616838592599868311,1032455208786461180467846422872284112082356,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16346893,75581466746363524284,2243303142916477552759593610578234,36646409065359817286,2188817874376076614520840110166556,1032500929221358151060363408727492772015604,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16349293,73843433409668310895,2229434819390145411590537743417659,74873772286591348812,2189024418418575150241904583308933,1032636092849118138641742279410567353173901,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16351693,73140220743973790144,2223813333336675713498950841213879,44451717998562266146,2189170702070846652654125267960362,1032735136341282783091857672823310631549344,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16354093,73693216477036206684,2228205791160344878925813885709975,45748563285637862160,2189213343986689832704251050167473,1032778338983680542021750679307161721318913,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16356493,73874714364312448009,2229645369420115293345991458633752,42593397269086402541,2189238547287543815584170109249486,1032801381690588658933003710321877520867702,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16358893,74112402841875488716,2231530596678373180380655683492070,48015067637041990911,2189271722945860111181418676555966,1032831709734041001611599977207315972619204,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16361293,73840376391066244328,2229361814700748332519875387727522,54394367611444108764,2189294529660150059958523154364629,1032845116510821975328593528715032950684135,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16363693,73697910382333228572,2228197465561834816132298399780451,36674822253189956517,2189461040267848912428513386806842,1032974596558916423670477764887294098565552,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16366093,70335009045853276544,2201360924824283889381345052573558,32297721334918104238,2189888114726239507805035493874107,1033248475823436963592800156434295037349008,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16368493,68088496656681452008,2183398192771618103590543961080665,29233126918046076615,2190377553777749599659991360626081,1033582490304098528975952780906053043041162,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16370893,65558356067042633165,2163191844109120860013032082947479,30966642994153650753,2190797313590919401390993426056535,1033854623507975295961364403207600171008027,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16373293,67303811813991575401,2177047913533895727235566349617181,33759706583917368672,2190985102059549180234314144661595,1034025886423338943026566236616918261513992,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16375693,66727106402653376630,2172441514708662258572422703353044,36269417202432978765,2191084266672615663381338412111565,1034090844830460961083321994044992218885996,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16378093,66432279558230896905,2170062404055058501541495858698275,31611291942424303057,2191273684904398488765000606749079,1034227989142208489232817179208121901873702,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16380493,66080308477009872370,2167230472076474427397190488652817,45194580980919995608,2191453332004416427380061483668639,1034356044848128944968604529275700290174230,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16382893,66171737987416305643,2167939284087702534485571580682780,40081754249823178950,2191560535929490750452794239331226,1034437983287944808818921662724226101668696,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16385293,65744043844656818816,2164505290425105555554030659647570,30692586226996123576,2191736441239684029446863455150309,1034562664331884866245107797185602088676353,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16387693,59562977396353856359,2115201220850083357671038192421691,21310981648471689949,2192446374299931145113950536533452,1034971906379072984224997190633321470135835,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16390093,59958344489665901879,2118311353411268436104058557011698,46507617161263046067,2192662164966004362238429120676248,1035132834564592237330579030222939374081744,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16392493,57576784822269133243,2099227741728066050182549987390215,23194759522812112307,2193460452567761852193759308450660,1035663298732098956789854327619080717281926,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16394893,59185439777847045918,2111918271059367808024174160989481,40748552579394478771,2194136103202257885663146389041283,1036162868426251407642802877905958232159581,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16397293,58812054332684922867,2108919797013508335386197139668639,43380022674034040089,2194301833257396122396705980819821,1036273992333468779237478770998942625407395,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16399693,58100613807428376556,2103171267315366563302063409317523,38820514599532418828,2194833813365170896823656664161138,1036637347698983440250335535018254864279081,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16402093,45894529813156605107,2005673600207200621819883105016204,26248021971418039286,2197234137427309658867558045726229,1038022194016034694659271863074370667465485,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16404493,49453954360524564817,2033868005687250246810745622308501,18585634242932822116,2198089345054725140633905956126140,1038636077467622681094101503502813642902952,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16406893,48159002602810611376,2023483256814140064969947285876694,42380191361052624932,2198618248178996763020377884307148,1038959756213410945252178740754774171488867,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16409293,48992385623968256666,2030050017390699777708018589036623,27479569615198292112,2199044910269447174672998566744890,1039251723882586419894918462469890528235473,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16411693,48540968109118844880,2026426644392578598638999055998126,33612788072653688802,2199250346112816776090911508910747,1039378606189045162102333096445559095762342,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16414093,46913590210434569524,2013402188328303396547003676243481,34254521953340331017,2199747844975719741355998476634057,1039673044514094528808692600009177414685369,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
16416493,44902453680972433606,1997308295743482768109040238595696,26461917718670048468,2200357240674429421131517107918187,1040028696375884306258737769536475642394265,1393656399265835958400432365478238,469084236536909735783480907904185705098323,16135690167877559310441066210227,16877614646547330905045933142853237122340
