number,value,ETH / USD,STETH / ETH ETH/USD Composite
15050447,10823,103628000000,99700474965
15050747,10823,100965330000,97138720770
15051047,10823,102779000000,98883652260
15051347,10823,104306060000,100352836335
15051647,10823,103406043889,99486931042
15051947,10823,102015000000,98148608036
15052247,10823,101521396403,97673712129
15052547,10823,102022338243,98155668158
15052847,10823,102032812117,98165745070
15053147,10823,102813000000,98916363653
15053447,10823,109220986096,105081485602
15053747,10823,109073553882,104939641102
15054047,10823,109280225426,105138479747
15054347,10823,105480000000,101482283739
15054647,10823,104963235397,100985104633
15054947,10823,105742091666,101734442071
15055247,10823,105867000000,101854616350
15055547,10823,107575387770,103498255831
15055847,10826,106765529780,102745851357
15056147,10826,105808581789,101824932066
15056447,10826,104182402919,100259978163
15056747,10826,105144948932,101186284714
15057047,10826,106136357907,102140367547
15057347,10826,105989205693,101998755554
15057647,10826,106524400000,102513800015
15057947,10826,106902854873,102878006217
15058247,10826,107307344260,103267266744
15058547,10826,106336870049,102333330489
15058847,10826,107625000000,103572962876
15059147,10826,106774000000,102754002677
15059447,10826,106793105799,102772389150
15059747,10826,105794255091,101811144762
15060047,10826,105913214427,101925625328
15060347,10826,105883500000,101897029637
15060647,10826,104188000000,100265364517
15060947,10826,104213958944,100290346117
15061247,10826,104497200000,100562923263
15061547,10826,104581000000,100643568228
15061847,10826,104235000000,100310594986
15062147,10826,103992133354,100076872169
15062447,10825,103932000000,100014296452
15062747,10825,104494719739,100555804542
15063047,10825,104184000000,100256797344
15063347,10825,105623273778,101641817879
15063647,10825,105533480215,101555409073
15063947,10825,105069000000,101108437381
15064247,10825,105823289939,101834294457
15064547,10825,106214034314,102210309772
15064847,10825,106785000000,102759752979
15065147,10825,106459751302,102446764489
15065447,10825,106320883764,102313131545
15065747,10825,107085000000,103048444517
15066047,10825,107005000000,102971460107
15066347,10825,105995000000,101999531929
15066647,10825,106138971496,102138076437
15066947,10825,105574110798,101594508092
15067247,10825,105974096257,101979416150
15067547,10825,106048103877,102050634062
15067847,10825,105933127472,101939991678
15068147,10825,106248500000,102243476278
15068447,10825,105749675384,101763454793
15068747,10842,105514000000,101691491211
15069047,10842,105800000000,101967130145
15069347,10842,105995000000,102155065782
15069647,10842,106027638922,102186522277
15069947,10842,104868718447,101069586597
15070247,10842,105002753952,101198766331
15070547,10842,104998000000,101194184602
15070847,10842,105698000000,101868825350
15071147,10842,105913000000,102076036437
15071447,10842,105756000000,101924724155
15071747,10842,108178000000,104258981142
15072047,10842,107793802199,103888701868
15072347,10842,107490794882,103596671749
15072647,10842,107430000000,103538079314
15072947,10842,107115000000,103234490978
15073247,10842,107209870000,103325924075
15073547,10842,105205700759,101394360881
15073847,10842,105272595896,101458832575
15074147,10842,105525285392,101702367761
15074447,10842,105416671281,101597688468
15074747,10842,104714297881,100920760303
15075047,10842,105113790724,101305780518
15075347,10880,106826830000,103316919127
15075647,10880,107605500000,104070005083
15075947,10880,110263000000,106640190050
15076247,10880,110755000000,107116024859
15076547,10880,108967000000,105386771530
15076847,10880,111168298220,107515743720
15077147,10880,110537166589,106905348600
15077447,10880,112033207810,108352235771
15077747,10880,112203000000,108516449255
15078047,10880,111834435765,108159994596
